dataset,index,method,target_mode,aggregation,view,budget_unit,fraction,eligible,gold,budget,gold_density,ceiling,random_expected_recall,recall,precision,ceiling_adjusted_recall,cutoff,cutoff_tie_size,recall_tie_low,recall_tie_high,all_body_tokens,f1,exact_match,complete_support,true_positive,predicted,token_recall,spent_tokens,unused_tokens,selected_sentences,empty_selection,fact_recall_ceiling
vt_h2_c3,4,FT_K3,answer_only,signed_sum,raw,eligible_body_tokens,0.05,334,30,17,0.08982035928143713,0.5666666666666667,0.05089820359281437,0.5333333333333333,0.9411764705882353,0.9411764705882353,0.1211981326341629,1,0.5333333333333333,0.5333333333333333,,,,,,,,,,,,
vt_h2_c3,4,FT_K3,answer_only,signed_sum,raw,eligible_body_tokens,0.1,334,30,34,0.08982035928143713,1.0,0.10179640718562874,0.7333333333333333,0.6470588235294118,0.7333333333333333,0.0670609250664711,1,0.7333333333333333,0.7333333333333333,,,,,,,,,,,,
vt_h2_c3,4,FT_K3,answer_only,signed_sum,raw,eligible_body_tokens,0.2,334,30,67,0.08982035928143713,1.0,0.20059880239520958,0.9666666666666667,0.43283582089552236,0.9666666666666667,0.03892742097377777,1,0.9666666666666667,0.9666666666666667,,,,,,,,,,,,
vt_h2_c3,4,FT_K3,answer_only,signed_sum,density,eligible_body_tokens,0.05,334,30,17,0.08982035928143713,0.5666666666666667,0.05089820359281437,0.5666666666666667,1.0,1.0,318.0,1,0.5666666666666667,0.5666666666666667,,,,,,,,,,,,
vt_h2_c3,4,FT_K3,answer_only,signed_sum,density,eligible_body_tokens,0.1,334,30,34,0.08982035928143713,1.0,0.10179640718562874,1.0,0.8823529411764706,1.0,301.0,1,1.0,1.0,,,,,,,,,,,,
vt_h2_c3,4,FT_K3,answer_only,signed_sum,density,eligible_body_tokens,0.2,334,30,67,0.08982035928143713,1.0,0.20059880239520958,1.0,0.44776119402985076,1.0,268.0,1,1.0,1.0,,,,,,,,,,,,
vt_h2_c3,4,FT_K1,answer_only,signed_sum,raw,eligible_body_tokens,0.05,334,30,17,0.08982035928143713,0.5666666666666667,0.05089820359281437,0.5666666666666667,1.0,1.0,0.12642335891723633,1,0.5666666666666667,0.5666666666666667,,,,,,,,,,,,
vt_h2_c3,4,FT_K1,answer_only,signed_sum,raw,eligible_body_tokens,0.1,334,30,34,0.08982035928143713,1.0,0.10179640718562874,0.7333333333333333,0.6470588235294118,0.7333333333333333,0.07057936489582062,1,0.7333333333333333,0.7333333333333333,,,,,,,,,,,,
vt_h2_c3,4,FT_K1,answer_only,signed_sum,raw,eligible_body_tokens,0.2,334,30,67,0.08982035928143713,1.0,0.20059880239520958,0.9666666666666667,0.43283582089552236,0.9666666666666667,0.040492944419384,1,0.9666666666666667,0.9666666666666667,,,,,,,,,,,,
vt_h2_c3,4,FT_K1,answer_only,signed_sum,density,eligible_body_tokens,0.05,334,30,17,0.08982035928143713,0.5666666666666667,0.05089820359281437,0.5666666666666667,1.0,1.0,318.0,1,0.5666666666666667,0.5666666666666667,,,,,,,,,,,,
