target_mode,labels,subset,n,budget_unit,budget_value,method,precision,recall,f1,exact_match,complete_support,token_recall,fact_recall_ceiling,spent_tokens,unused_tokens,selected_sentences
full,review_corrected,unambiguous45,45,body_tokens,0.1,FT_K1,0.46784992784992785,0.7814814814814814,0.5557970424637092,0.06666666666666667,0.4888888888888889,0.7361353912836647,0.9259259259259258,114.84444444444445,3.6,4.911111111111111
full,review_corrected,unambiguous45,45,body_tokens,0.1,FT_K3,0.48941798941798936,0.7814814814814814,0.5669841269841271,0.06666666666666667,0.4888888888888889,0.7479000971660177,0.9259259259259258,114.82222222222222,3.6222222222222222,4.777777777777778
full,review_corrected,unambiguous45,45,body_tokens,0.2,DT_target,0.298320298934334,0.9370370370370371,0.43825415751246954,0.0,0.8222222222222222,0.9183238823913522,1.0,233.75555555555556,2.7111111111111112,9.155555555555555
full,review_corrected,unambiguous45,45,body_tokens,0.2,FT_K1,0.25813605688734687,0.8629629629629628,0.3867236375595508,0.0,0.6666666666666666,0.8326526954926516,1.0,233.55555555555554,2.911111111111111,9.4
full,review_corrected,unambiguous45,45,body_tokens,0.2,FT_K3,0.2599078263784146,0.8629629629629628,0.3886806928499395,0.0,0.6666666666666666,0.8326526954926516,1.0,233.55555555555554,2.911111111111111,9.355555555555556
full,review_corrected,unambiguous45,45,sentences,2,DT_target,0.7555555555555555,0.6,0.6577777777777778,0.15555555555555556,0.15555555555555556,0.5504232198959735,0.8296296296296294,54.84444444444444,0.0,2.0
full,review_corrected,unambiguous45,45,sentences,2,FT_K1,0.8,0.6444444444444445,0.7022222222222223,0.24444444444444444,0.24444444444444444,0.5985026236176422,0.8296296296296294,57.53333333333333,0.0,2.0
full,review_corrected,unambiguous45,45,sentences,2,FT_K3,0.8111111111111111,0.651851851851852,0.7111111111111111,0.24444444444444444,0.24444444444444444,0.6111669007980484,0.8296296296296294,59.0,0.0,2.0
full,review_corrected,unambiguous45,45,sentences,4,DT_target,0.5277777777777778,0.8296296296296297,0.6343915343915345,0.0,0.5555555555555556,0.7972554864587743,1.0,111.5111111111111,0.0,4.0
full,review_corrected,unambiguous45,45,sentences,4,FT_K1,0.5166666666666667,0.8092592592592592,0.6198412698412699,0.044444444444444446,0.5333333333333333,0.7818440945421057,1.0,112.64444444444445,0.0,4.0
full,review_corrected,unambiguous45,45,sentences,4,FT_K3,0.5222222222222223,0.8166666666666665,0.6261904761904762,0.044444444444444446,0.5555555555555556,0.7937915258443756,1.0,111.53333333333333,0.0,4.0
full,review_corrected,unambiguous45,45,sentences,8,DT_target,0.30277777777777776,0.9481481481481483,0.4527946127946128,0.0,0.8444444444444444,0.9292253498965932,1.0,222.22222222222223,0.0,8.0
full,review_corrected,unambiguous45,45,sentences,8,FT_K1,0.2833333333333333,0.8907407407407408,0.42404040404040405,0.0,0.7111111111111111,0.8677777923007276,1.0,217.46666666666667,0.0,8.0
full,review_corrected,unambiguous45,45,sentences,8,FT_K3,0.2833333333333333,0.8907407407407408,0.42404040404040405,0.0,0.7111111111111111,0.8677777923007276,1.0,218.13333333333333,0.0,8.0
