dataset,index,input_sha256,DT_rise,FT_rise,DT_minus_FT_rise,DT_mas,FT_mas,DT_minus_FT_mas,DT_needle,FT_needle,DT_minus_FT_needle
niah_mq_q2,33,566d64d05861e9e76268493016afcfc4fff9360bf4c1ea1c1870924b46c9daa2,0.04275700934579439,0.04426666666666666,-0.0015096573208722708,0.06862204629417099,0.12931795361417636,-0.06069590732000538,0.9743589743589743,0.8205128205128205,0.15384615384615385
niah_mq_q2,34,a64bc06e5c34e4714eb018dc07d128cd68ad222e06e7a2c0413e00c1cdef0251,0.0688135593220339,0.10472972972972974,-0.03591617040769585,0.09361643120288705,0.18817307289141935,-0.0945566416885323,0.39473684210526316,0.18421052631578946,0.2105263157894737
niah_mq_q2,35,8c8b9ba77a739bd7176a532ecbe06c9e706f3ce206ff2650996bdf5f2a51dc09,0.034519999999999995,0.04723999999999999,-0.012719999999999995,0.05639622547846779,0.12945765283424565,-0.07306142735577786,0.9736842105263158,0.9210526315789473,0.052631578947368474
niah_mq_q2,36,48d61c0b01abb0daaca01d40f133fa4f771461459a22a6320e02da82feaa3642,0.10891752577319588,0.08290554414784394,0.02601198162535194,0.14385053892762706,0.20556670731141063,-0.061716168383783576,0.42857142857142855,0.19047619047619047,0.23809523809523808
niah_mq_q2,37,3fbe7da95ff755baa116d0a6ba5f136e1632bedfe99c141f6b1107e565211efb,0.0584280303030303,0.06129489603024574,-0.002866865727215437,0.10046057403728384,0.17840105390452607,-0.07794047986724223,0.46153846153846156,0.28205128205128205,0.17948717948717952
niah_mq_q2,38,a48eca291d955a39339b3971ba838ee1118cebb055afce99517b23b532297d3b,0.04071691176470589,0.045073664825046045,-0.004356753060340154,0.056881748943941934,0.13218163689451873,-0.0752998879505768,1.0,0.75,0.25
niah_mq_q2,39,d8f69db5f72aab5fdfb99f91b45a1f22a9335353b676cd1766c98ea8443e83d2,0.06681985294117647,0.07362385321100917,-0.006804000269832702,0.0928861665243405,0.17670439261627746,-0.08381822609193697,0.41025641025641024,0.15384615384615385,0.2564102564102564
niah_mq_q2,40,c7944606130cbb974a0045deb19cf028d3881de81a8faa7982f413eb0c34378d,0.04790123456790124,0.04882716049382716,-0.0009259259259259203,0.07926710112522659,0.13260251549826424,-0.053335414373037654,0.9459459459459459,0.8378378378378378,0.10810810810810811
niah_mq_q2,41,f4378554c08d10678938d784e0a9f2edd4fb179e955ff0a3f7facd7d2769a616,0.04028066528066528,0.042395833333333334,-0.002115168052668051,0.05243056078101753,0.13689214038711123,-0.0844615796060937,0.9473684210526315,0.7894736842105263,0.1578947368421052
niah_mq_q2,42,e14230dcdf510131d0980285f4b69c8559a5591ec21719f98ae5674de1768499,0.054119850187265915,0.09069548872180451,-0.036575638534538595,0.08355697702878477,0.18788998091709413,-0.10433300388830936,0.5,0.175,0.325
niah_mq_q2,43,69b9ee334fc887219df1948c1a8be83f74b57d0f16ab37995c3db3de9cd47fdd,0.07352362204724408,0.057381889763779524,0.016141732283464556,0.09532133724811329,0.17622911604033806,-0.08090777879222477,0.41025641025641024,0.20512820512820512,0.20512820512820512
niah_mq_q2,44,045cdd7cc9e05a3646fd897770fcceb00dce7ee494660f9bf3f41521910c995a,0.07682829888712242,0.10202060221870046,-0.025192303331578042,0.0965582850360049,0.18684629647746495,-0.09028801144146005,0.4146341463414634,0.21951219512195122,0.19512195121951217
niah_mq_q2,45,a63f7f90be23c88c99a3bdb3e73857e14a0b76821d89fefd347db769926a17ad,0.08459104186952289,0.09137512147716231,-0.006784079607639423,0.10885815781601242,0.19106340041751757,-0.08220524260150515,0.45,0.275,0.175
niah_mq_q2,46,97e1a888429e07a5c7edef25cf7814e409aa022a611b2697d157817f964540cd,0.045133111480865226,0.043853820598006646,0.0012792908828585803,0.07448666729575158,0.1259882761028454,-0.05150160880709383,0.9736842105263158,0.8157894736842105,0.1578947368421053
niah_mq_q2,47,a5f8a09eecf82e923dbdc024f1d3d0ca6fd9e0f1a8114894f803c3bd68e0241f,0.042176470588235294,0.04954901960784314,-0.007372549019607842,0.06540969991233236,0.13246168424505517,-0.0670519843327228,0.9743589743589743,0.8205128205128205,0.15384615384615385
