index,target_mode,method,all_body_tokens,eligible_body_tokens,omitted_tokens,signed_body_sum,positive_body_sum,negative_body_sum
43,answer_conditioned,FT_K3,1259,1136,123,1.0641051073471317,1.0641051073471317,0.0
44,answer_conditioned,DT_target,831,739,92,0.4179370413352903,1.9479946776909811,-1.5300576363556906
44,answer_conditioned,FT_K1,831,739,92,0.8557102145168756,0.8557102145168756,0.0
44,answer_conditioned,FT_K3,831,739,92,0.8409891406881798,0.8409891406881798,0.0
45,answer_conditioned,DT_target,1835,1625,210,1.0301796478670104,3.5050302810985303,-2.4748506332315197
45,answer_conditioned,FT_K1,1835,1625,210,6.1650994945375714,6.1650994945375714,0.0
45,answer_conditioned,FT_K3,1835,1625,210,5.980031445273198,5.980031445273198,0.0
46,answer_conditioned,DT_target,1324,1220,104,6.10745749062028,9.881277793570526,-3.773820302950246
46,answer_conditioned,FT_K1,1324,1220,104,0.4308698893200926,0.4308698893200926,0.0
46,answer_conditioned,FT_K3,1324,1220,104,0.45299588323450735,0.45299588323450735,0.0
47,answer_conditioned,DT_target,881,785,96,3.4160064690828236,4.63576339400064,-1.2197569249178166
47,answer_conditioned,FT_K1,881,785,96,1.8867082965443842,1.8867082965443842,0.0
47,answer_conditioned,FT_K3,881,785,96,2.0285350592967006,2.0285350592967006,0.0
