dataset,index,method,target_mode,aggregation,view,budget_unit,fraction,eligible,gold,budget,gold_density,ceiling,random_expected_recall,recall,precision,ceiling_adjusted_recall,cutoff,cutoff_tie_size,recall_tie_low,recall_tie_high,all_body_tokens,f1,exact_match,complete_support,true_positive,predicted,token_recall,spent_tokens,unused_tokens,selected_sentences,empty_selection,fact_recall_ceiling
vt_h2_c3,58,DT,answer_only,signed_sum,raw,eligible_body_tokens,0.1,333,28,34,0.08408408408408409,1.0,0.1021021021021021,0.9642857142857143,0.7941176470588235,0.9642857142857143,0.13521955907344818,1,0.9642857142857143,0.9642857142857143,,,,,,,,,,,,
vt_h2_c3,59,DT,answer_only,signed_sum,raw,eligible_body_tokens,0.1,330,27,33,0.08181818181818182,1.0,0.1,0.7777777777777778,0.6363636363636364,0.7777777777777778,0.0984295979142189,1,0.7777777777777778,0.7777777777777778,,,,,,,,,,,,
vt_h2_c3,60,DT,answer_only,signed_sum,raw,eligible_body_tokens,0.1,333,29,34,0.08708708708708708,1.0,0.1021021021021021,0.8620689655172413,0.7352941176470589,0.8620689655172413,0.11933322250843048,1,0.8620689655172413,0.8620689655172413,,,,,,,,,,,,
vt_h2_c3,61,DT,answer_only,signed_sum,raw,eligible_body_tokens,0.1,330,26,33,0.07878787878787878,1.0,0.1,0.8461538461538461,0.6666666666666666,0.8461538461538461,0.08234406262636185,1,0.8461538461538461,0.8461538461538461,,,,,,,,,,,,
vt_h2_c3,62,DT,answer_only,signed_sum,raw,eligible_body_tokens,0.1,336,29,34,0.08630952380952381,1.0,0.10119047619047619,0.896551724137931,0.7647058823529411,0.896551724137931,0.15653850138187408,1,0.896551724137931,0.896551724137931,,,,,,,,,,,,
vt_h2_c3,63,DT,answer_only,signed_sum,raw,eligible_body_tokens,0.1,333,28,34,0.08408408408408409,1.0,0.1021021021021021,0.8928571428571429,0.7352941176470589,0.8928571428571429,0.1449645757675171,1,0.8928571428571429,0.8928571428571429,,,,,,,,,,,,
vt_h2_c3,64,DT,answer_only,signed_sum,raw,eligible_body_tokens,0.1,334,26,34,0.07784431137724551,1.0,0.10179640718562874,0.8461538461538461,0.6470588235294118,0.8461538461538461,0.11771182715892792,1,0.8461538461538461,0.8461538461538461,,,,,,,,,,,,
vt_h2_c3,65,DT,answer_only,signed_sum,raw,eligible_body_tokens,0.1,335,28,34,0.08358208955223881,1.0,0.10149253731343283,0.8571428571428571,0.7058823529411765,0.8571428571428571,0.12924736738204956,1,0.8571428571428571,0.8571428571428571,,,,,,,,,,,,
vt_h2_c3,66,DT,answer_only,signed_sum,raw,eligible_body_tokens,0.1,334,31,34,0.09281437125748503,1.0,0.10179640718562874,0.8387096774193549,0.7647058823529411,0.8387096774193549,0.11299480497837067,1,0.8387096774193549,0.8387096774193549,,,,,,,,,,,,
vt_h2_c3,67,DT,answer_only,signed_sum,raw,eligible_body_tokens,0.1,330,30,33,0.09090909090909091,1.0,0.1,0.9,0.8181818181818182,0.9,0.14969833195209503,1,0.9,0.9,,,,,,,,,,,,
vt_h2_c3,68,DT,answer_only,signed_sum,raw,eligible_body_tokens,0.1,333,30,34,0.09009009009009009,1.0,0.1021021021021021,0.7333333333333333,0.6470588235294118,0.7333333333333333,0.1849745512008667,1,0.7333333333333333,0.7333333333333333,,,,,,,,,,,,
vt_h2_c3,69,DT,answer_only,signed_sum,raw,eligible_body_tokens,0.1,329,26,33,0.0790273556231003,1.0,0.10030395136778116,0.8076923076923077,0.6363636363636364,0.8076923076923077,0.14861564338207245,1,0.8076923076923077,0.8076923076923077,,,,,,,,,,,,
vt_h2_c3,70,DT,answer_only,signed_sum,raw,eligible_body_tokens,0.1,332,30,34,0.09036144578313253,1.0,0.10240963855421686,0.8666666666666667,0.7647058823529411,0.8666666666666667,0.1782035231590271,1,0.8666666666666667,0.8666666666666667,,,,,,,,,,,,
vt_h2_c3,71,DT,answer_only,signed_sum,raw,eligible_body_tokens,0.1,331,28,34,0.08459214501510574,1.0,0.1027190332326284,0.7142857142857143,0.5882352941176471,0.7142857142857143,0.13857612013816833,1,0.7142857142857143,0.7142857142857143,,,,,,,,,,,,
vt_h2_c3,72,DT,answer_only,signed_sum,raw,eligible_body_tokens,0.1,337,29,34,0.08605341246290801,1.0,0.10089020771513353,0.8275862068965517,0.7058823529411765,0.8275862068965517,0.1266755759716034,1,0.8275862068965517,0.8275862068965517,,,,,,,,,,,,
vt_h2_c3,73,DT,answer_only,signed_sum,raw,eligible_body_tokens,0.1,333,30,34,0.09009009009009009,1.0,0.1021021021021021,0.8666666666666667,0.7647058823529411,0.8666666666666667,0.17888480424880981,1,0.8666666666666667,0.8666666666666667,,,,,,,,,,,,
vt_h2_c3,74,DT,answer_only,signed_sum,raw,eligible_body_tokens,0.1,331,28,34,0.08459214501510574,1.0,0.1027190332326284,0.8214285714285714,0.6764705882352942,0.8214285714285714,0.21041831374168396,1,0.8214285714285714,0.8214285714285714,,,,,,,,,,,,
vt_h2_c3,75,DT,answer_only,signed_sum,raw,eligible_body_tokens,0.1,331,28,34,0.08459214501510574,1.0,0.1027190332326284,0.8214285714285714,0.6764705882352942,0.8214285714285714,0.14055235683918,1,0.8214285714285714,0.8214285714285714,,,,,,,,,,,,
vt_h2_c3,76,DT,answer_only,signed_sum,raw,eligible_body_tokens,0.1,333,28,34,0.08408408408408409,1.0,0.1021021021021021,0.8214285714285714,0.6764705882352942,0.8214285714285714,0.14583168923854828,1,0.8214285714285714,0.8214285714285714,,,,,,,,,,,,
vt_h2_c3,77,DT,answer_only,signed_sum,raw,eligible_body_tokens,0.1,336,30,34,0.08928571428571429,1.0,0.10119047619047619,0.8666666666666667,0.7647058823529411,0.8666666666666667,0.1343730241060257,1,0.8666666666666667,0.8666666666666667,,,,,,,,,,,,
vt_h2_c3,78,DT,answer_only,signed_sum,raw,eligible_body_tokens,0.1,333,28,34,0.08408408408408409,1.0,0.1021021021021021,0.8571428571428571,0.7058823529411765,0.8571428571428571,0.15734107792377472,1,0.8571428571428571,0.8571428571428571,,,,,,,,,,,,
vt_h2_c3,79,DT,answer_only,signed_sum,raw,eligible_body_tokens,0.1,338,28,34,0.08284023668639054,1.0,0.10059171597633136,0.9285714285714286,0.7647058823529411,0.9285714285714286,0.1498786062002182,1,0.9285714285714286,0.9285714285714286,,,,,,,,,,,,
vt_h2_c3,80,DT,answer_only,signed_sum,raw,eligible_body_tokens,0.1,334,28,34,0.08383233532934131,1.0,0.10179640718562874,0.7857142857142857,0.6470588235294118,0.7857142857142857,0.13408203423023224,1,0.7857142857142857,0.7857142857142857,,,,,,,,,,,,
